Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
0.730769230769231,1,13,1,0.21250000000000002,4,1,15,2,0.28000000000000025,1,5,1,0.6326530612244897,3,0
0.25,1,13,1,0.8500000000000001,35,3,23,3,0.7600000000000002,1,1,1,0.7959183673469387,2,6
0.0,1,10,3,0.025000000000000022,8,1,8,0,0.15999999999999992,1,5,1,0.3061224489795918,3,6
0.0,1,9,1,0.0625,42,1,19,2,0.44000000000000017,1,1,1,0.26530612244897955,4,0
0.3846153846153847,1,12,0,0.0,27,1,18,1,0.44000000000000017,1,3,1,0.24489795918367344,2,0
0.730769230769231,1,18,1,0.45000000000000007,16,0,5,2,1.0,1,3,1,0.12244897959183673,0,2
0.6923076923076924,1,7,0,0.925,32,1,7,0,0.7600000000000002,1,2,1,0.8163265306122448,4,2
0.25,1,5,1,0.3500000000000001,49,2,1,0,0.6399999999999999,1,5,1,0.26530612244897955,2,6
0.7500000000000001,1,12,0,0.1375,32,0,1,3,0.8800000000000001,1,4,1,0.3061224489795918,2,4
0.28846153846153855,1,5,1,0.7375,47,0,3,3,0.8800000000000001,1,5,1,0.8979591836734693,5,4
0.34615384615384615,1,10,3,0.5875,15,1,19,2,0.9600000000000002,1,2,1,0.7346938775510203,5,0
0.6923076923076924,1,13,1,0.22500000000000003,5,0,8,2,0.32000000000000006,1,5,1,0.8979591836734693,1,5
0.34615384615384615,1,24,1,0.8875,33,0,22,1,0.8399999999999999,1,0,1,0.7551020408163265,4,5
0.6923076923076924,1,2,1,0.16250000000000003,20,1,5,2,0.6000000000000001,1,0,1,0.9591836734693877,2,1
0.326923076923077,1,24,1,0.6125,12,1,12,3,0.8399999999999999,1,2,1,0.8775510204081631,4,3
0.326923076923077,1,11,1,0.3125,13,2,5,2,0.11999999999999988,1,5,1,0.18367346938775508,4,6
0.21153846153846156,1,5,1,0.21250000000000002,8,1,18,3,0.4800000000000002,1,0,1,0.8775510204081631,5,2
1.0,1,13,1,0.5,2,2,21,2,0.6800000000000002,1,1,1,0.346938775510204,2,4
0.980769230769231,1,7,0,0.7000000000000001,17,0,0,3,0.8399999999999999,1,3,1,0.6122448979591836,3,5
0.9423076923076924,1,15,0,0.23750000000000004,1,1,14,1,0.8,1,4,1,0.7959183673469387,5,0
0.03846153846153849,1,4,3,1.0,41,1,0,1,0.6399999999999999,1,2,1,0.28571428571428564,4,0
0.13461538461538464,1,15,0,0.6125,34,0,10,0,0.4800000000000002,1,5,1,0.36734693877551017,4,3
0.40384615384615385,1,8,0,0.4125000000000001,16,2,19,2,0.8399999999999999,1,2,1,0.8979591836734693,4,6
0.6153846153846154,1,21,1,0.012500000000000011,41,3,9,0,0.15999999999999992,1,0,1,0.4897959183673469,4,0
0.7500000000000001,1,16,1,0.2875,4,0,23,2,0.15999999999999992,1,5,1,0.8979591836734693,1,5
0.7115384615384616,1,12,0,0.42500000000000004,25,1,4,3,0.8,1,2,1,0.7142857142857142,1,6
0.46153846153846156,1,16,1,0.4375,27,1,14,2,0.08000000000000007,1,5,1,0.7551020408163265,1,4
0.9615384615384616,1,9,1,0.125,29,2,9,1,0.8399999999999999,1,3,1,0.673469387755102,3,1
0.5961538461538463,1,2,1,0.10000000000000003,19,1,18,1,0.4800000000000002,1,5,1,0.7755102040816325,3,1
0.7884615384615384,1,19,1,0.48750000000000004,44,3,7,3,0.8800000000000001,1,0,1,0.12244897959183673,2,5
0.46153846153846156,1,24,1,0.0,1,1,8,2,0.040000000000000036,1,2,1,0.510204081632653,2,6
0.21153846153846156,1,19,1,0.050000000000000044,23,2,15,3,0.56,1,3,1,0.693877551020408,2,6
0.5576923076923077,1,4,3,0.925,30,1,3,2,0.6800000000000002,1,3,1,0.693877551020408,3,1
0.42307692307692313,1,10,3,0.10000000000000003,39,1,10,3,0.20000000000000018,1,0,1,0.9795918367346937,2,0
0.4423076923076924,1,0,0,0.6625000000000001,23,3,3,2,0.8800000000000001,1,5,1,0.9183673469387754,2,6
0.05769230769230771,1,4,3,0.55,47,1,23,2,0.7600000000000002,1,5,1,0.32653061224489793,3,3
0.980769230769231,1,9,1,0.42500000000000004,24,1,4,2,0.6800000000000002,1,2,1,0.5714285714285714,5,4
0.8653846153846155,1,1,0,0.7375,17,0,24,1,0.8399999999999999,1,4,1,0.061224489795918366,3,6
0.6153846153846154,1,23,1,0.21250000000000002,11,0,3,2,0.6000000000000001,1,1,1,0.32653061224489793,1,6
0.7115384615384616,1,15,0,0.6000000000000001,42,1,14,3,0.8800000000000001,1,5,1,0.4081632653061224,2,2
0.23076923076923084,1,20,2,0.012500000000000011,23,2,11,1,0.52,1,2,1,0.6122448979591836,2,3
0.28846153846153855,1,22,0,0.7375,2,0,10,3,0.08000000000000007,1,0,1,0.8571428571428571,2,6
0.9038461538461539,1,3,2,0.7875000000000001,0,2,8,0,0.9199999999999999,1,4,1,0.346938775510204,3,3
0.9038461538461539,1,0,0,0.2,29,1,17,1,0.9199999999999999,1,0,1,0.8775510204081631,5,2
0.25,1,2,1,0.925,37,2,11,3,0.8800000000000001,1,0,1,0.04081632653061225,5,2
0.5192307692307693,1,4,3,0.16250000000000003,6,0,7,3,0.7600000000000002,1,5,1,0.9795918367346937,3,4
0.7500000000000001,1,7,0,0.32500000000000007,43,0,19,2,0.56,1,3,1,0.4081632653061224,1,2
0.576923076923077,1,1,0,0.625,41,2,5,2,0.7600000000000002,1,1,1,0.08163265306122448,1,6
0.07692307692307698,1,1,0,0.11250000000000004,0,1,11,0,0.6800000000000002,1,1,1,0.6326530612244897,3,2
0.34615384615384615,1,5,1,0.3500000000000001,45,0,6,2,0.15999999999999992,1,1,1,0.673469387755102,0,0
0.0,1,5,1,0.07500000000000001,9,1,13,3,0.15999999999999992,1,5,1,0.4081632653061224,0,2
0.576923076923077,1,13,1,0.8125,10,1,20,1,0.08000000000000007,1,2,1,0.8571428571428571,0,1
0.5961538461538463,1,6,0,0.4750000000000001,13,0,22,1,0.8,1,1,1,0.04081632653061225,1,4
0.8846153846153847,1,15,0,0.8125,43,1,2,2,0.08000000000000007,1,2,1,0.4081632653061224,2,0
0.6153846153846154,1,8,0,0.2875,7,2,20,2,0.6800000000000002,1,2,1,0.6326530612244897,5,4
0.07692307692307698,1,5,1,0.4125000000000001,7,0,6,2,0.32000000000000006,1,3,1,0.7142857142857142,3,3
0.6153846153846154,1,19,1,0.8875,26,1,12,1,0.8800000000000001,1,2,1,1.0,5,3
0.3846153846153847,1,10,3,0.9500000000000002,14,1,13,3,0.040000000000000036,1,0,1,0.8571428571428571,0,2
0.019230769230769273,1,14,2,0.65,31,3,2,2,0.32000000000000006,1,5,1,0.4693877551020408,2,2
0.9423076923076924,1,17,2,0.9500000000000002,45,0,12,2,0.040000000000000036,1,1,1,0.7142857142857142,2,2
0.019230769230769273,1,13,1,0.10000000000000003,9,2,13,1,0.6000000000000001,1,0,1,0.4081632653061224,2,2
0.34615384615384615,1,5,1,0.25,42,1,21,2,0.6399999999999999,1,4,1,0.673469387755102,0,6
0.6538461538461539,1,4,3,0.15000000000000002,2,2,15,1,0.7600000000000002,1,4,1,0.836734693877551,0,2
0.6730769230769232,1,22,0,0.9375,30,1,4,3,0.8,1,3,1,0.02040816326530612,3,1
0.11538461538461542,1,9,1,0.26250000000000007,27,0,16,1,0.4800000000000002,1,0,1,0.9387755102040816,1,1
0.6538461538461539,1,17,2,0.4125000000000001,34,1,8,0,0.4800000000000002,1,0,1,0.8775510204081631,3,3
0.28846153846153855,1,24,1,0.3375,49,1,14,0,0.40000000000000013,1,2,1,0.693877551020408,2,4
0.5576923076923077,1,10,3,0.7875000000000001,4,3,16,0,0.44000000000000017,1,3,1,0.28571428571428564,1,5
0.13461538461538464,1,8,0,0.3500000000000001,39,0,22,2,0.15999999999999992,1,1,1,0.5714285714285714,2,4
0.5000000000000001,1,15,0,0.9875,39,2,8,3,0.8399999999999999,1,4,1,0.346938775510204,2,2
0.826923076923077,1,10,3,0.8375000000000001,42,1,13,3,0.7600000000000002,1,0,1,0.24489795918367344,5,2
0.3653846153846154,1,23,1,0.525,8,1,17,0,0.8,1,4,1,0.9183673469387754,2,6
0.7692307692307693,1,19,1,0.7000000000000001,27,2,19,1,0.8399999999999999,1,2,1,0.5510204081632653,2,6
0.3653846153846154,1,20,2,1.0,24,0,16,0,0.52,1,2,1,0.9591836734693877,4,4
0.2692307692307693,1,6,0,0.6625000000000001,7,2,6,1,0.44000000000000017,1,1,1,0.8571428571428571,5,2
0.05769230769230771,1,17,2,0.9000000000000001,45,1,20,3,0.9199999999999999,1,5,1,0.7346938775510203,1,0
0.03846153846153849,1,11,1,0.5875,31,3,20,1,0.040000000000000036,1,3,1,0.38775510204081626,0,0
0.15384615384615385,1,9,1,0.25,24,3,9,2,0.4800000000000002,1,1,1,0.6530612244897959,3,5
0.8461538461538461,1,22,0,0.9750000000000001,40,1,12,0,0.08000000000000007,1,1,1,0.6122448979591836,1,3
0.17307692307692313,1,4,3,0.8125,33,3,23,1,0.8399999999999999,1,1,1,1.0,2,1
0.6346153846153847,1,21,1,0.5875,35,0,22,3,0.9199999999999999,1,3,1,0.693877551020408,2,5
0.6923076923076924,1,3,2,0.8625,47,0,18,3,0.6000000000000001,1,3,1,0.4285714285714285,5,1
0.7115384615384616,1,22,0,0.050000000000000044,28,0,16,1,0.7600000000000002,1,0,1,0.0,4,4
0.980769230769231,1,0,0,0.9500000000000002,31,1,4,0,0.44000000000000017,1,3,1,0.061224489795918366,0,0
0.8846153846153847,1,10,3,0.1875,22,0,23,2,0.4800000000000002,1,4,1,0.6122448979591836,2,4
0.1923076923076924,1,20,2,0.5875,19,0,13,3,0.2400000000000002,1,3,1,0.9183673469387754,4,3
1.0,1,21,1,0.7375,25,0,17,1,0.3600000000000001,1,3,1,0.6326530612244897,0,1
0.7692307692307693,1,24,1,0.8125,0,1,22,1,0.040000000000000036,1,3,1,0.8571428571428571,0,3
0.730769230769231,1,0,0,0.07500000000000001,31,1,1,2,0.6000000000000001,1,4,1,0.510204081632653,5,3
0.15384615384615385,1,1,0,0.6875,20,0,17,2,1.0,1,2,1,0.16326530612244897,2,0
0.3653846153846154,1,6,0,0.5625,8,1,18,1,0.72,1,2,1,0.5510204081632653,4,1
0.5000000000000001,1,8,0,0.42500000000000004,29,0,12,3,0.2400000000000002,1,3,1,0.38775510204081626,4,5
1.0,1,4,3,0.9375,20,2,2,2,0.4800000000000002,1,5,1,0.16326530612244897,1,6
0.6730769230769232,1,19,1,0.925,49,1,7,1,0.52,1,4,1,0.9591836734693877,3,2
0.7115384615384616,1,17,2,0.825,45,2,2,1,0.3600000000000001,1,2,1,0.22448979591836735,5,0
0.6153846153846154,1,14,2,0.15000000000000002,40,0,24,2,0.8399999999999999,1,1,1,0.5714285714285714,1,3
0.6153846153846154,1,23,1,0.3125,16,0,14,0,0.9199999999999999,1,0,1,0.5306122448979591,1,1
0.3846153846153847,1,4,3,0.7000000000000001,49,1,14,0,0.72,1,1,1,0.8775510204081631,1,0
0.8846153846153847,1,8,0,0.8,47,0,18,2,0.6000000000000001,1,1,1,0.6326530612244897,0,0
0.019230769230769273,1,18,1,0.65,45,1,13,3,0.6800000000000002,1,4,1,0.2040816326530612,1,3
0.42307692307692313,1,0,0,0.25,46,0,3,1,0.9199999999999999,1,0,1,0.8775510204081631,1,3
0.7500000000000001,1,23,1,0.8625,17,0,3,0,0.2400000000000002,1,2,1,0.9183673469387754,1,6
0.5000000000000001,1,23,1,0.825,27,1,7,1,0.2400000000000002,1,3,1,1.0,4,0
0.5961538461538463,1,18,1,0.42500000000000004,4,1,9,3,0.44000000000000017,1,3,1,0.8979591836734693,5,2
0.48076923076923084,1,18,1,0.2,23,0,16,1,0.56,1,5,1,0.9591836734693877,1,2
0.11538461538461542,1,23,1,0.8625,23,1,7,3,0.9199999999999999,1,3,1,0.510204081632653,2,6
0.03846153846153849,1,15,0,0.15000000000000002,4,1,6,1,0.8800000000000001,1,4,1,0.4081632653061224,2,3
0.11538461538461542,1,5,1,0.5875,37,3,13,2,0.6800000000000002,1,0,1,0.9795918367346937,4,1
0.5000000000000001,1,15,0,0.23750000000000004,16,0,22,0,0.4800000000000002,1,3,1,0.24489795918367344,4,3
0.1923076923076924,1,19,1,0.11250000000000004,18,0,9,2,0.56,1,4,1,0.9183673469387754,2,6
0.23076923076923084,1,0,0,0.4750000000000001,30,1,14,0,0.8800000000000001,1,0,1,0.836734693877551,4,6
0.6538461538461539,1,23,1,0.5625,25,1,22,3,0.0,1,3,1,0.4897959183673469,5,0
0.48076923076923084,1,8,0,0.925,42,0,7,0,0.9600000000000002,1,5,1,0.4897959183673469,1,4
0.48076923076923084,1,14,2,0.7625,15,1,17,0,0.6399999999999999,1,1,1,0.22448979591836735,4,5
0.40384615384615385,1,2,1,0.825,39,1,23,3,0.32000000000000006,1,2,1,0.061224489795918366,3,5
0.9615384615384616,1,20,2,0.2875,5,1,21,1,0.8800000000000001,1,2,1,0.7551020408163265,4,6
0.9615384615384616,1,19,1,0.11250000000000004,9,1,12,3,0.7600000000000002,1,5,1,0.836734693877551,0,6
0.5961538461538463,1,4,3,0.9375,8,1,23,0,0.52,1,5,1,0.5918367346938774,5,0
0.8653846153846155,1,16,1,0.10000000000000003,32,0,24,0,0.56,1,0,1,1.0,2,6
0.730769230769231,1,6,0,0.32500000000000007,45,1,21,0,0.9600000000000002,1,2,1,0.8979591836734693,4,6
0.3653846153846154,1,10,3,0.4750000000000001,26,0,22,0,0.2400000000000002,1,2,1,0.6530612244897959,2,3
0.23076923076923084,1,4,3,0.3500000000000001,24,1,0,0,0.08000000000000007,1,5,1,0.4897959183673469,4,5
0.019230769230769273,1,17,2,0.2875,29,1,19,0,0.28000000000000025,1,1,1,0.4897959183673469,1,4
0.11538461538461542,1,12,0,0.9375,24,1,20,0,0.8,1,4,1,0.8775510204081631,3,5
0.6538461538461539,1,19,1,0.125,5,2,1,0,0.6000000000000001,1,4,1,0.4081632653061224,5,3
0.8653846153846155,1,17,2,0.55,11,1,17,2,0.40000000000000013,1,0,1,0.6122448979591836,0,3
0.3653846153846154,1,6,0,0.875,49,1,7,0,0.040000000000000036,1,5,1,0.9387755102040816,3,0
0.3846153846153847,1,13,1,0.7000000000000001,7,1,23,2,0.28000000000000025,1,2,1,0.26530612244897955,4,4
0.326923076923077,1,3,2,0.9500000000000002,4,0,5,0,0.9600000000000002,1,4,1,0.32653061224489793,3,2
0.1923076923076924,1,22,0,0.3375,33,0,21,0,0.8,1,3,1,0.04081632653061225,5,0
0.23076923076923084,1,16,1,0.8125,39,2,3,2,0.72,1,1,1,0.836734693877551,5,0
0.980769230769231,1,9,1,0.4375,32,1,12,3,0.28000000000000025,1,4,1,0.4285714285714285,3,0
0.4423076923076924,1,5,1,0.9750000000000001,35,1,4,0,0.44000000000000017,1,3,1,0.4081632653061224,5,5
0.8653846153846155,1,21,1,0.7125,18,2,13,1,0.72,1,2,1,0.4081632653061224,0,5
0.326923076923077,1,18,1,0.07500000000000001,24,1,10,0,0.6000000000000001,1,4,1,0.7959183673469387,3,0
0.34615384615384615,1,8,0,0.6000000000000001,44,2,24,0,0.20000000000000018,1,3,1,0.0,0,3
0.13461538461538464,1,16,1,0.6625000000000001,6,3,20,0,0.6399999999999999,1,4,1,1.0,0,4
0.7692307692307693,1,6,0,0.08750000000000002,28,1,4,0,0.52,1,5,1,0.7755102040816325,0,2
0.17307692307692313,1,6,0,0.03750000000000003,42,1,14,2,0.8399999999999999,1,2,1,0.673469387755102,5,4
0.9038461538461539,1,0,0,0.36250000000000004,33,1,13,0,0.20000000000000018,1,1,1,0.5714285714285714,5,3
0.6923076923076924,1,22,0,0.675,4,1,21,2,0.20000000000000018,1,5,1,0.6122448979591836,4,1
0.6923076923076924,1,19,1,0.5875,45,1,17,2,0.3600000000000001,1,4,1,0.14285714285714285,3,6
0.7884615384615384,1,7,0,0.5625,7,2,17,1,0.040000000000000036,1,2,1,0.08163265306122448,2,3
0.46153846153846156,1,7,0,0.5,16,2,24,3,0.11999999999999988,1,5,1,0.12244897959183673,1,4
0.5384615384615385,1,20,2,0.1375,7,3,9,0,0.6000000000000001,1,5,1,0.5918367346938774,1,4
0.28846153846153855,1,6,0,0.08750000000000002,3,1,8,0,0.6000000000000001,1,1,1,0.26530612244897955,2,2
0.3076923076923077,1,17,2,0.75,17,1,11,2,0.20000000000000018,1,1,1,0.08163265306122448,1,3
0.17307692307692313,1,10,3,0.125,27,2,6,2,0.32000000000000006,1,4,1,0.04081632653061225,4,2
0.6538461538461539,1,16,1,0.0625,49,1,12,0,0.040000000000000036,1,5,1,0.9183673469387754,5,1
0.21153846153846156,1,18,1,0.1875,45,1,2,2,0.44000000000000017,1,5,1,0.061224489795918366,2,6
0.6923076923076924,1,12,0,0.5875,26,1,22,2,0.56,1,3,1,0.836734693877551,2,1
0.13461538461538464,1,8,0,0.32500000000000007,10,1,21,0,0.3600000000000001,1,4,1,0.5918367346938774,1,0
0.4423076923076924,1,17,2,0.1875,44,0,3,3,0.40000000000000013,1,1,1,0.7346938775510203,5,0
0.6730769230769232,1,4,3,0.825,35,0,22,0,0.11999999999999988,1,3,1,0.02040816326530612,0,0
0.6730769230769232,1,0,0,0.7625,28,0,1,1,0.08000000000000007,1,3,1,0.5918367346938774,2,5
0.05769230769230771,1,9,1,0.275,15,0,11,0,0.4800000000000002,1,3,1,0.9387755102040816,0,4
0.826923076923077,1,19,1,0.2875,11,0,10,0,0.72,1,0,1,0.4081632653061224,4,5
0.8846153846153847,1,3,2,0.1375,12,1,22,0,0.9600000000000002,1,5,1,0.16326530612244897,0,3
0.6346153846153847,1,14,2,0.7625,40,0,8,0,0.32000000000000006,1,5,1,0.22448979591836735,3,3
0.2692307692307693,1,13,1,0.5125000000000001,20,1,0,2,0.8800000000000001,1,3,1,0.061224489795918366,0,6
0.3846153846153847,1,6,0,0.9500000000000002,0,3,17,2,0.11999999999999988,1,5,1,0.18367346938775508,3,0
0.7692307692307693,1,19,1,0.11250000000000004,34,3,0,1,0.44000000000000017,1,0,1,0.510204081632653,2,6
0.2692307692307693,1,20,2,0.16250000000000003,10,0,5,1,0.20000000000000018,1,1,1,0.7959183673469387,1,3
0.5384615384615385,1,24,1,0.15000000000000002,48,3,19,2,0.8,1,5,1,0.673469387755102,0,3
0.40384615384615385,1,0,0,0.45000000000000007,22,2,10,2,0.15999999999999992,1,4,1,0.6122448979591836,3,0
0.019230769230769273,1,17,2,0.925,9,2,17,1,0.32000000000000006,1,5,1,0.0,0,1
0.6153846153846154,1,9,1,0.4125000000000001,3,1,16,1,0.2400000000000002,1,1,1,0.08163265306122448,0,1
0.34615384615384615,1,2,1,0.7750000000000001,47,1,12,0,0.7600000000000002,1,3,1,0.061224489795918366,2,6
0.9038461538461539,1,4,3,0.625,13,3,0,0,0.20000000000000018,1,2,1,0.9591836734693877,5,5
0.8846153846153847,1,8,0,0.7000000000000001,43,1,7,0,0.56,1,2,1,0.5714285714285714,1,2
0.5384615384615385,1,17,2,0.11250000000000004,26,0,21,2,0.15999999999999992,1,1,1,0.22448979591836735,4,1
0.34615384615384615,1,1,0,1.0,33,2,19,0,0.20000000000000018,1,4,1,0.5714285714285714,5,0
0.6346153846153847,1,0,0,0.925,24,1,13,1,0.2400000000000002,1,1,1,0.28571428571428564,3,5
0.6346153846153847,1,10,3,0.0625,31,1,11,0,0.72,1,2,1,0.673469387755102,2,4
0.3846153846153847,1,3,2,0.8500000000000001,46,1,10,2,0.56,1,3,1,0.8163265306122448,2,3
0.7884615384615384,1,15,0,0.7250000000000001,39,1,1,0,0.28000000000000025,1,0,1,0.8163265306122448,2,4
0.7500000000000001,1,12,0,0.3125,43,1,21,3,0.9199999999999999,1,4,1,0.7755102040816325,2,3
0.6923076923076924,1,8,0,0.6625000000000001,11,3,8,2,0.52,1,1,1,0.6326530612244897,1,6
0.13461538461538464,1,5,1,0.5125000000000001,37,2,20,2,0.32000000000000006,1,3,1,0.5714285714285714,5,4
0.980769230769231,1,2,1,0.025000000000000022,24,2,0,0,0.72,1,2,1,0.28571428571428564,0,0
0.7500000000000001,1,8,0,0.22500000000000003,26,0,11,1,0.08000000000000007,1,1,1,0.6530612244897959,5,0
1.0,1,15,0,0.22500000000000003,13,2,24,0,0.28000000000000025,1,3,1,0.346938775510204,0,6
0.11538461538461542,1,20,2,1.0,2,1,24,0,0.6000000000000001,1,5,1,0.693877551020408,1,1
0.9423076923076924,1,16,1,0.55,10,1,19,3,0.20000000000000018,1,4,1,0.4897959183673469,4,6
0.11538461538461542,1,24,1,0.4375,48,0,19,2,0.6800000000000002,1,2,1,0.10204081632653061,5,3
0.8461538461538461,1,6,0,0.8875,38,1,19,2,0.15999999999999992,1,1,1,0.32653061224489793,0,1
0.7500000000000001,1,19,1,0.22500000000000003,48,1,6,1,0.6399999999999999,1,5,1,0.32653061224489793,2,4
0.7115384615384616,1,14,2,0.9625000000000001,22,2,13,3,0.28000000000000025,1,5,1,0.8775510204081631,1,2
0.5192307692307693,1,10,3,0.025000000000000022,44,0,20,0,0.20000000000000018,1,0,1,0.10204081632653061,4,3
0.980769230769231,1,19,1,0.9000000000000001,40,0,12,0,0.6800000000000002,1,0,1,0.8979591836734693,3,3
0.9423076923076924,1,7,0,0.8,45,0,2,0,0.6800000000000002,1,1,1,0.12244897959183673,3,0
0.23076923076923084,1,7,0,0.9125000000000001,27,0,15,0,0.7600000000000002,1,5,1,0.2040816326530612,3,2
0.11538461538461542,1,10,3,0.375,10,0,2,2,0.6800000000000002,1,3,1,0.8163265306122448,1,2
0.8461538461538461,1,15,0,0.55,29,2,14,1,0.11999999999999988,1,0,1,0.4693877551020408,4,1
0.48076923076923084,1,18,1,0.5125000000000001,20,0,24,1,0.4800000000000002,1,2,1,0.4081632653061224,5,6
0.326923076923077,1,22,0,0.3500000000000001,35,1,17,3,0.40000000000000013,1,3,1,0.4693877551020408,0,0
0.1923076923076924,1,24,1,0.3125,4,2,11,1,0.15999999999999992,1,5,1,0.14285714285714285,2,5
0.2692307692307693,1,1,0,0.8500000000000001,27,1,5,1,0.20000000000000018,1,2,1,0.22448979591836735,1,3
0.40384615384615385,1,20,2,0.4625,2,2,9,1,0.4800000000000002,1,1,1,0.9591836734693877,3,3
0.1923076923076924,1,8,0,0.6000000000000001,32,3,11,2,0.7600000000000002,1,5,1,0.10204081632653061,0,5
0.5576923076923077,1,6,0,0.925,31,3,7,1,0.8,1,0,1,0.26530612244897955,4,3
0.03846153846153849,1,13,1,0.26250000000000007,49,1,21,1,0.9199999999999999,1,2,1,0.673469387755102,4,0
0.8653846153846155,1,21,1,0.7875000000000001,40,2,0,2,0.15999999999999992,1,2,1,0.22448979591836735,1,2
0.13461538461538464,1,10,3,0.025000000000000022,3,1,13,1,0.28000000000000025,1,3,1,0.2040816326530612,0,0
0.21153846153846156,1,17,2,0.675,42,0,22,1,0.32000000000000006,1,2,1,0.08163265306122448,4,4
0.6153846153846154,1,11,1,0.875,38,1,21,3,0.6800000000000002,1,4,1,0.4897959183673469,5,3
0.0,1,21,1,0.7375,28,1,23,1,0.15999999999999992,1,5,1,0.2040816326530612,2,0
1.0,1,14,2,0.10000000000000003,34,2,19,1,0.8399999999999999,1,3,1,0.5306122448979591,4,2
0.9230769230769232,1,15,0,0.8500000000000001,43,0,13,0,0.6399999999999999,1,4,1,0.8571428571428571,2,0
0.1923076923076924,1,2,1,0.07500000000000001,41,1,2,1,0.2400000000000002,1,0,1,0.346938775510204,3,2
0.6923076923076924,1,12,0,0.08750000000000002,10,0,17,3,0.6800000000000002,1,1,1,0.6326530612244897,0,1
0.019230769230769273,1,23,1,0.7875000000000001,2,3,24,0,0.8,1,3,1,0.5306122448979591,0,2
0.03846153846153849,1,6,0,0.23750000000000004,40,2,19,2,0.4800000000000002,1,3,1,0.4693877551020408,2,6
0.48076923076923084,1,22,0,0.8625,29,1,5,3,0.4800000000000002,1,2,1,0.6122448979591836,3,5
0.3846153846153847,1,4,3,0.6000000000000001,33,0,8,3,0.3600000000000001,1,3,1,0.7755102040816325,4,3
0.6153846153846154,1,5,1,0.875,14,1,0,2,0.20000000000000018,1,5,1,0.7142857142857142,3,3
0.8846153846153847,1,19,1,0.17500000000000004,34,1,15,0,0.6800000000000002,1,2,1,0.08163265306122448,1,0
0.5961538461538463,1,13,1,0.38750000000000007,44,0,24,2,0.15999999999999992,1,1,1,0.9387755102040816,2,1
0.5576923076923077,1,23,1,0.3125,25,3,21,3,0.40000000000000013,1,2,1,0.5714285714285714,0,3
0.34615384615384615,1,9,1,0.8500000000000001,7,1,15,3,0.6399999999999999,1,2,1,0.8571428571428571,5,1
0.7115384615384616,1,4,3,0.8125,31,0,7,2,0.72,1,5,1,0.7959183673469387,3,2
0.13461538461538464,1,12,0,1.0,16,1,13,3,0.11999999999999988,1,0,1,0.061224489795918366,3,4
0.6730769230769232,1,1,0,0.275,36,2,9,1,0.9600000000000002,1,0,1,0.7755102040816325,4,6
